"accession" "Gene.Name" "Protein.Name" "Organism.Source" "Taxonomy" "Gene.Name.description" "Pe" "SV"
"GOT1L1" "Q2T9S8" "GOT1L1" "Putative aspartate aminotransferase. cytoplasmic 2" "Bos taurus" "9913" "GOT1L1" "2" "1"
"eIF2S3" "P41091" "eIF2S3" "eukaryotic translation initiation factor 2 subunit 3" "Homo sapiens" "9606" "eIF2S3" "1" "3"
"SPLUNC2A" "P79124" "SPLUNC2A" "Short palate. lung and nasal epithelium carcinoma-associated protein 2A" "Bos taurus" "9913" "SPLUNC2A" "2" "2"
"GPD2" "P43304" "GPD2" "Glycerol-3-phosphate dehydrogenase. mitochondrial" "Homo sapiens" "9606" "GPD2" "1" "3"
"HRAS" "P01112" "HRAS" "GTPase HRas" "Homo sapiens" "9606" "HRAS" "1" "1"
"ATP6V1B2" "P21281" "ATP6V1B2" "V-type proton ATPase subunit B. brain isoform" "Homo sapiens" "9606" "ATP6V1B2" "1" "3"
"P31408" "P31408" "P31408" "V-type proton ATPase subunit B. brain isoform" "Bos taurus" "9913" "ATP6V1B2" "1" "3"
"ITGA2B" "P08514" "ITGA2B" "Integrin alpha-IIb" "Homo sapiens" "9606" "ITGA2B" "1" "3"
"LCAT" "P04180" "LCAT" "Phosphatidylcholine-sterol acyltransferase" "Homo sapiens" "9606" "LCAT" "1" "1"
"PCNA" "P12004" "PCNA" "Proliferating cell nuclear antigen" "Homo sapiens" "9606" "PCNA" "1" "1"
"eIF5AL1" "Q6IS14" "eIF5AL1" "eukaryotic translation initiation factor 5A-1-like" "Homo sapiens" "9606" "eIF5AL1" "2" "2"
"ZNF605" "Q86T29" "ZNF605" "Zinc finger protein 605" "Homo sapiens" "9606" "ZNF605" "2" "1"
"TNXB" "P22105" "TNXB" "Tenascin-X" "Homo sapiens" "9606" "TNXB" "1" "5"
"CALR3" "Q96L12" "CALR3" "Calreticulin-3" "Homo sapiens" "9606" "CALR3" "1" "2"
"CTNNA1" "P35221" "CTNNA1" "Catenin alpha-1" "Homo sapiens" "9606" "CTNNA1" "1" "1"
"USP45" "Q70eL2" "USP45" "Ubiquitin carboxyl-terminal hydrolase 45" "Homo sapiens" "9606" "USP45" "1" "3"
"P21399" "P21399" "P21399" "Cytoplasmic aconitate hydratase" "Homo sapiens" "9606" "ACO1" "1" "3"
"COPG1" "P53620" "COPG1" "Coatomer subunit gamma-1" "Bos taurus" "9913" "COPG1" "1" "1"
"TCHHL1" "A6QP92" "TCHHL1" "Trichohyalin-like protein 1" "Bos taurus" "9913" "TCHHL1" "2" "2"
"PDCD10" "Q9BUL8" "PDCD10" "Programmed cell death protein 10" "Homo sapiens" "9606" "PDCD10" "1" "1"
"eeA1" "Q15075" "eeA1" "early endosome antigen 1" "Homo sapiens" "9606" "eeA1" "1" "2"
"ePCAM" "Q3T0L5" "ePCAM" "epithelial cell adhesion molecule" "Bos taurus" "9913" "ePCAM" "2" "1"
"PA2G4" "Q9UQ80" "PA2G4" "Proliferation-associated protein 2G4" "Homo sapiens" "9606" "PA2G4" "1" "3"
"DCUN1D1" "Q96GG9" "DCUN1D1" "DCN1-like protein 1" "Homo sapiens" "9606" "DCUN1D1" "1" "1"
"TARS3" "A6QNM8" "TARS3" "Threonine--tRNA ligase 2. cytoplasmic" "Bos taurus" "9913" "TARS3" "2" "1"
"HYOU1" "Q9Y4L1" "HYOU1" "Hypoxia up-regulated protein 1" "Homo sapiens" "9606" "HYOU1" "1" "1"
"GOT1" "P17174" "GOT1" "Aspartate aminotransferase. cytoplasmic" "Homo sapiens" "9606" "GOT1" "1" "3"
"CAPNS2" "Q96L46" "CAPNS2" "Calpain small subunit 2" "Homo sapiens" "9606" "CAPNS2" "1" "2"
"APOC4" "Q3SYR5" "APOC4" "Apolipoprotein C-IV" "Bos taurus" "9913" "APOC4" "2" "1"
"ARPC3" "O15145" "ARPC3" "Actin-related protein 2/3 complex subunit 3" "Homo sapiens" "9606" "ARPC3" "1" "3"
"CYCS" "P99999" "CYCS" "Cytochrome c" "Homo sapiens" "9606" "CYCS" "1" "2"
"P27797" "P27797" "P27797" "Calreticulin" "Homo sapiens" "9606" "CALR" "1" "1"
"TOP1" "P11387" "TOP1" "DNA topoisomerase 1" "Homo sapiens" "9606" "TOP1" "1" "2"
"SMCO2" "A6NFe2" "SMCO2" "Single-pass membrane and coiled-coil domain-containing protein 2" "Homo sapiens" "9606" "SMCO2" "2" "2"
"Q0VCX5" "Q0VCX5" "Q0VCX5" "eukaryotic peptide chain release factor subunit 1" "Bos taurus" "9913" "eTF1" "2" "3"
"HADHB" "O46629" "HADHB" "Trifunctional enzyme subunit beta. mitochondrial" "Bos taurus" "9913" "HADHB" "2" "1"
"CPNe1" "Q08DB4" "CPNe1" "Copine-1" "Bos taurus" "9913" "CPNe1" "1" "1"
"DNM3" "Q9UQ16" "DNM3" "Dynamin-3" "Homo sapiens" "9606" "DNM3" "1" "4"
"DAPK2" "Q9UIK4" "DAPK2" "Death-associated protein kinase 2" "Homo sapiens" "9606" "DAPK2" "1" "1"
"SLC3A2" "P08195" "SLC3A2" "Amino acid transporter heavy chain SLC3A2" "Homo sapiens" "9606" "SLC3A2" "1" "3"
"DYNC1I2" "Q0III3" "DYNC1I2" "Cytoplasmic dynein 1 intermediate chain 2" "Bos taurus" "9913" "DYNC1I2" "1" "1"
"XRCC6" "P12956" "XRCC6" "X-ray repair cross-complementing protein 6" "Homo sapiens" "9606" "XRCC6" "1" "2"
"DDX17" "Q92841" "DDX17" "Probable ATP-dependent RNA helicase DDX17" "Homo sapiens" "9606" "DDX17" "1" "2"
"SKP1" "Q3ZCF3" "SKP1" "S-phase kinase-associated protein 1" "Bos taurus" "9913" "SKP1" "2" "1"
"DBI" "P07108" "DBI" "Acyl-CoA-binding protein" "Homo sapiens" "9606" "DBI" "1" "2"
"STRN3" "Reverse_sp|Q13033|STRN3_HUMAN" "STRN3" "Striatin-3" "Homo sapiens" "9606" "STRN3" "1" "3"
"NUDT21" "Q3ZCA2" "NUDT21" "Cleavage and polyadenylation specificity factor subunit 5" "Bos taurus" "9913" "NUDT21" "2" "1"
"VDAC3" "Q9Y277" "VDAC3" "Voltage-dependent anion-selective channel protein 3" "Homo sapiens" "9606" "VDAC3" "1" "1"
"CAB39L" "Q9H9S4" "CAB39L" "Calcium-binding protein 39-like" "Homo sapiens" "9606" "CAB39L" "1" "3"
"UFM1" "Q2KJG2" "UFM1" "Ubiquitin-fold modifier 1" "Bos taurus" "9913" "UFM1" "3" "1"
"H3-4" "Q16695" "H3-4" "Histone H3.1t" "Homo sapiens" "9606" "H3-4" "1" "3"
"SLC44A2" "A5D7H3" "SLC44A2" "Choline transporter-like protein 2" "Bos taurus" "9913" "SLC44A2" "2" "1"
"PRKDC" "P78527" "PRKDC" "DNA-dependent protein kinase catalytic subunit" "Homo sapiens" "9606" "PRKDC" "1" "3"
"Q3ZBD0" "Q3ZBD0" "Q3ZBD0" "26S proteasome non-ATPase regulatory subunit 7" "Bos taurus" "9913" "PSMD7" "2" "1"
"RPS12" "P25398" "RPS12" "Small ribosomal subunit protein eS12" "Homo sapiens" "9606" "RPS12" "1" "3"
"P63010" "P63010" "P63010" "AP-2 complex subunit beta" "Homo sapiens" "9606" "AP2B1" "1" "1"
"ATP1B3" "P54709" "ATP1B3" "Sodium/potassium-transporting ATPase subunit beta-3" "Homo sapiens" "9606" "ATP1B3" "1" "1"
"Q7LDG7" "Q7LDG7" "Q7LDG7" "RAS guanyl-releasing protein 2" "Homo sapiens" "9606" "RASGRP2" "1" "1"
"MYO1A" "Q9UBC5" "MYO1A" "Unconventional myosin-Ia" "Homo sapiens" "9606" "MYO1A" "1" "1"
"TPM4" "P67936" "TPM4" "Tropomyosin alpha-4 chain" "Homo sapiens" "9606" "TPM4" "1" "3"
"P63244" "P63244" "P63244" "Small ribosomal subunit protein RACK1" "Homo sapiens" "9606" "RACK1" "1" "3"
"PTPN11" "Q06124" "PTPN11" "Tyrosine-protein phosphatase non-receptor type 11" "Homo sapiens" "9606" "PTPN11" "1" "3"
"Q13347" "Q13347" "Q13347" "eukaryotic translation initiation factor 3 subunit I" "Homo sapiens" "9606" "eIF3I" "1" "1"
"Q3SZV3" "Q3SZV3" "Q3SZV3" "elongation factor 1-gamma" "Bos taurus" "9913" "eeF1G" "2" "1"
"NUTF2" "P61970" "NUTF2" "Nuclear transport factor 2" "Homo sapiens" "9606" "NUTF2" "1" "1"
"CNTRL" "Reverse_sp|Q7Z7A1|CNTRL_HUMAN" "CNTRL" "Centriolin" "Homo sapiens" "9606" "CNTRL" "1" "2"
"Q5e9F8" "Q5e9F8" "Q5e9F8" "Histone H3.3" "Bos taurus" "9913" "H3-3A" "1" "3"
"ALDOA" "P04075" "ALDOA" "Fructose-bisphosphate aldolase A" "Homo sapiens" "9606" "ALDOA" "1" "2"
"IGHV4-34" "P06331" "IGHV4-34" "Immunoglobulin heavy variable 4-34" "Homo sapiens" "9606" "IGHV4-34" "1" "2"
"NCKAP1" "Q9Y2A7" "NCKAP1" "Nck-associated protein 1" "Homo sapiens" "9606" "NCKAP1" "1" "1"
"SLC16A1" "P53985" "SLC16A1" "Monocarboxylate transporter 1" "Homo sapiens" "9606" "SLC16A1" "1" "3"
"Q1RMJ6" "Q1RMJ6" "Q1RMJ6" "Rho-related GTP-binding protein RhoC" "Bos taurus" "9913" "RHOC" "2" "1"
"FCRL4" "Q96PJ5" "FCRL4" "Fc receptor-like protein 4" "Homo sapiens" "9606" "FCRL4" "1" "1"
"SeRBP1" "Q8NC51" "SeRBP1" "SeRPINe1 mRNA-binding protein 1" "Homo sapiens" "9606" "SeRBP1" "1" "2"
"P05771" "P05771" "P05771" "Protein kinase C beta type" "Homo sapiens" "9606" "PRKCB" "1" "4"
"NAV2" "Q8IVL1" "NAV2" "Neuron navigator 2" "Homo sapiens" "9606" "NAV2" "1" "3"
"SeMG1" "P04279" "SeMG1" "Semenogelin-1" "Homo sapiens" "9606" "SeMG1" "1" "2"
"eFHD2" "A5D7A0" "eFHD2" "eF-hand domain-containing protein D2" "Bos taurus" "9913" "eFHD2" "2" "1"
"CYB5A" "P00171" "CYB5A" "Cytochrome b5" "Bos taurus" "9913" "CYB5A" "1" "3"
"RAB21" "Q9UL25" "RAB21" "Ras-related protein Rab-21" "Homo sapiens" "9606" "RAB21" "1" "3"
"GLOD4" "Q9HC38" "GLOD4" "Glyoxalase domain-containing protein 4" "Homo sapiens" "9606" "GLOD4" "1" "1"
"P08865" "P08865" "P08865" "Small ribosomal subunit protein uS2" "Homo sapiens" "9606" "RPSA" "1" "4"
"Q02539" "Q02539" "Q02539" "Histone H1.1" "Homo sapiens" "9606" "H1-1" "1" "3"
"P08123" "P08123" "P08123" "Collagen alpha-2(I) chain" "Homo sapiens" "9606" "COL1A2" "1" "7"
"RPS21" "P63220" "RPS21" "Small ribosomal subunit protein eS21" "Homo sapiens" "9606" "RPS21" "1" "1"
"UGT1A4" "P22310" "UGT1A4" "UDP-glucuronosyltransferase 1A4" "Homo sapiens" "9606" "UGT1A4" "1" "1"
"RPL7A" "P62424" "RPL7A" "Large ribosomal subunit protein eL8" "Homo sapiens" "9606" "RPL7A" "1" "2"
"NARS1" "O43776" "NARS1" "Asparagine--tRNA ligase. cytoplasmic" "Homo sapiens" "9606" "NARS1" "1" "1"
"RPL13A" "P40429" "RPL13A" "Large ribosomal subunit protein uL13" "Homo sapiens" "9606" "RPL13A" "1" "2"
"H2BC4" "P62807" "H2BC4" "Histone H2B type 1-C/e/F/G/I" "Homo sapiens" "9606" "H2BC4" "1" "4"
"P05388" "P05388" "P05388" "Large ribosomal subunit protein uL10" "Homo sapiens" "9606" "RPLP0" "1" "1"
"IGHV3-7" "P01780" "IGHV3-7" "Immunoglobulin heavy variable 3-7" "Homo sapiens" "9606" "IGHV3-7" "1" "2"
"SeRPINA12" "Q8IW75" "SeRPINA12" "Serpin A12" "Homo sapiens" "9606" "SeRPINA12" "1" "1"
"XRN1" "Q8IZH2" "XRN1" "5'-3' exoribonuclease 1" "Homo sapiens" "9606" "XRN1" "1" "1"
"VIM" "P48616" "VIM" "Vimentin" "Bos taurus" "9913" "VIM" "1" "3"
"SRRT" "A4IFB1" "SRRT" "Serrate RNA effector molecule homolog" "Bos taurus" "9913" "SRRT" "2" "1"
"A6QLU1" "A6QLU1" "A6QLU1" "Glycerol-3-phosphate dehydrogenase. mitochondrial" "Bos taurus" "9913" "GPD2" "2" "1"
"Q96IY4" "Q96IY4" "Q96IY4" "Carboxypeptidase B2" "Homo sapiens" "9606" "CPB2" "1" "2"
"COL18A1" "P39060" "COL18A1" "Collagen alpha-1(XVIII) chain" "Homo sapiens" "9606" "COL18A1" "1" "5"
"F13B" "P05160" "F13B" "Coagulation factor XIII B chain" "Homo sapiens" "9606" "F13B" "1" "3"
"Q9UN36" "Q9UN36" "Q9UN36" "Protein NDRG2" "Homo sapiens" "9606" "NDRG2" "1" "2"
"SRSF12" "Q8WXF0" "SRSF12" "Serine/arginine-rich splicing factor 12" "Homo sapiens" "9606" "SRSF12" "2" "1"
"POTeF" "A5A3e0" "POTeF" "POTe ankyrin domain family member F" "Homo sapiens" "9606" "POTeF" "1" "2"
"SeZ6L2" "Reverse_sp|Q29RN8|Se6L2_BOVIN" "SeZ6L2" "Seizure 6-like protein 2" "Bos taurus" "9913" "SeZ6L2" "2" "1"
"PRSS3" "P35030" "PRSS3" "Trypsin-3" "Homo sapiens" "9606" "PRSS3" "1" "2"
"GFUS" "Q13630" "GFUS" "GDP-L-fucose synthase" "Homo sapiens" "9606" "GFUS" "1" "1"
"Q00796" "Q00796" "Q00796" "Sorbitol dehydrogenase" "Homo sapiens" "9606" "SORD" "1" "4"
"SeZ6" "Reverse_sp|A0JNA2|SeZ6_BOVIN" "SeZ6" "Seizure protein 6 homolog" "Bos taurus" "9913" "SeZ6" "2" "1"
"FH" "P07954" "FH" "Fumarate hydratase. mitochondrial" "Homo sapiens" "9606" "FH" "1" "3"
"MTAP" "Q3MHF7" "MTAP" "S-methyl-5'-thioadenosine phosphorylase" "Bos taurus" "9913" "MTAP" "1" "1"
"Q15008" "Q15008" "Q15008" "26S proteasome non-ATPase regulatory subunit 6" "Homo sapiens" "9606" "PSMD6" "1" "1"
"P00740" "P00740" "P00740" "Coagulation factor IX" "Homo sapiens" "9606" "F9" "1" "2"
"Q32L76" "Q32L76" "Q32L76" "Serum amyloid A-4 protein" "Bos taurus" "9913" "SAA4" "2" "1"
"P46777" "P46777" "P46777" "Large ribosomal subunit protein uL18" "Homo sapiens" "9606" "RPL5" "1" "3"
"COX7C" "P00430" "COX7C" "Cytochrome c oxidase subunit 7C. mitochondrial" "Bos taurus" "9913" "COX7C" "1" "3"
"ACADVL" "P49748" "ACADVL" "Very long-chain specific acyl-CoA dehydrogenase. mitochondrial" "Homo sapiens" "9606" "ACADVL" "1" "1"
"ATP1A3" "P13637" "ATP1A3" "Sodium/potassium-transporting ATPase subunit alpha-3" "Homo sapiens" "9606" "ATP1A3" "1" "3"
"CYFIP1" "Q7L576" "CYFIP1" "Cytoplasmic FMR1-interacting protein 1" "Homo sapiens" "9606" "CYFIP1" "1" "1"
"Q3SX43" "Q3SX43" "Q3SX43" "Ras-related GTP-binding protein A" "Bos taurus" "9913" "RRAGA" "2" "1"
"SAR1A" "Q3T0D7" "SAR1A" "GTP-binding protein SAR1a" "Bos taurus" "9913" "SAR1A" "2" "1"
"SAR1B" "Q9Y6B6" "SAR1B" "GTP-binding protein SAR1b" "Homo sapiens" "9606" "SAR1B" "1" "1"
"eIF3M" "Q3T148" "eIF3M" "eukaryotic translation initiation factor 3 subunit M" "Bos taurus" "9913" "eIF3M" "2" "2"
"Q9UKX3" "Q9UKX3" "Q9UKX3" "Myosin-13" "Homo sapiens" "9606" "MYH13" "2" "2"
"SeRPINB5" "P36952" "SeRPINB5" "Serpin B5" "Homo sapiens" "9606" "SeRPINB5" "1" "2"
"PGAM4" "Q8N0Y7" "PGAM4" "Probable phosphoglycerate mutase 4" "Homo sapiens" "9606" "PGAM4" "3" "1"
"LGALSL" "Q3ZCW2" "LGALSL" "Galectin-related protein" "Homo sapiens" "9606" "LGALSL" "1" "2"
"GNA12" "Q03113" "GNA12" "Guanine nucleotide-binding protein subunit alpha-12" "Homo sapiens" "9606" "GNA12" "1" "4"
"P36871" "P36871" "P36871" "Phosphoglucomutase-1" "Homo sapiens" "9606" "PGM1" "1" "3"
"P62249" "P62249" "P62249" "Small ribosomal subunit protein uS9" "Homo sapiens" "9606" "RPS16" "1" "2"
"THUMPD3" "Q2T9W2" "THUMPD3" "tRNA (guanine(6)-N2)-methyltransferase THUMP3" "Bos taurus" "9913" "THUMPD3" "2" "1"
"RNASeH2C" "Q8TDP1" "RNASeH2C" "Ribonuclease H2 subunit C" "Homo sapiens" "9606" "RNASeH2C" "1" "1"
"PTBP3" "O95758" "PTBP3" "Polypyrimidine tract-binding protein 3" "Homo sapiens" "9606" "PTBP3" "1" "2"
"P67774" "P67774" "P67774" "Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform" "Bos taurus" "9913" "PPP2CA" "1" "1"
"FAM20C" "Q8IXL6" "FAM20C" "extracellular serine/threonine protein kinase FAM20C" "Homo sapiens" "9606" "FAM20C" "1" "2"
"LARS1" "Q9P2J5" "LARS1" "Leucine--tRNA ligase. cytoplasmic" "Homo sapiens" "9606" "LARS1" "1" "2"
"LIMS2" "Q7Z4I7" "LIMS2" "LIM and senescent cell antigen-like-containing domain protein 2" "Homo sapiens" "9606" "LIMS2" "1" "1"
"HNRNPDL" "O14979" "HNRNPDL" "Heterogeneous nuclear ribonucleoprotein D-like" "Homo sapiens" "9606" "HNRNPDL" "1" "3"
"Q99439" "Q99439" "Q99439" "Calponin-2" "Homo sapiens" "9606" "CNN2" "1" "4"
"P37837" "P37837" "P37837" "Transaldolase" "Homo sapiens" "9606" "TALDO1" "1" "2"
"RAB6C" "Q9H0N0" "RAB6C" "Ras-related protein Rab-6C" "Homo sapiens" "9606" "RAB6C" "1" "2"
"ALDH16A1" "A6QR56" "ALDH16A1" "Aldehyde dehydrogenase family 16 member A1" "Bos taurus" "9913" "ALDH16A1" "2" "1"
"ACAD9" "Q9H845" "ACAD9" "Complex I assembly factor ACAD9. mitochondrial" "Homo sapiens" "9606" "ACAD9" "1" "1"
"PSMD14" "O00487" "PSMD14" "26S proteasome non-ATPase regulatory subunit 14" "Homo sapiens" "9606" "PSMD14" "1" "1"
"ST13P5" "Q8NFI4" "ST13P5" "Putative protein FAM10A5" "Homo sapiens" "9606" "ST13P5" "5" "1"
"PDLIM1" "Q5e9e1" "PDLIM1" "PDZ and LIM domain protein 1" "Bos taurus" "9913" "PDLIM1" "2" "3"
"P18085" "P18085" "P18085" "ADP-ribosylation factor 4" "Homo sapiens" "9606" "ARF4" "1" "3"
"TSPAN9" "O75954" "TSPAN9" "Tetraspanin-9" "Homo sapiens" "9606" "TSPAN9" "1" "1"
"RUVBL1" "Q9Y265" "RUVBL1" "RuvB-like 1" "Homo sapiens" "9606" "RUVBL1" "1" "1"
"SF3A1" "Q15459" "SF3A1" "Splicing factor 3A subunit 1" "Homo sapiens" "9606" "SF3A1" "1" "1"
"ATP2B4" "D3K0R6" "ATP2B4" "Plasma membrane calcium-transporting ATPase 4" "Bos taurus" "9913" "ATP2B4" "1" "2"
"AGXT2" "Q17QF0" "AGXT2" "Alanine--glyoxylate aminotransferase 2. mitochondrial" "Bos taurus" "9913" "AGXT2" "2" "1"
"AP3D1" "O14617" "AP3D1" "AP-3 complex subunit delta-1" "Homo sapiens" "9606" "AP3D1" "1" "1"
"ACAP2" "Q15057" "ACAP2" "Arf-GAP with coiled-coil. ANK repeat and PH domain-containing protein 2" "Homo sapiens" "9606" "ACAP2" "1" "3"
"ANXA8L1" "Q5VT79" "ANXA8L1" "Annexin A8-like protein 1" "Homo sapiens" "9606" "ANXA8L1" "2" "2"
"Q56JX3" "Q56JX3" "Q56JX3" "Large ribosomal subunit protein eL31" "Bos taurus" "9913" "RPL31" "2" "1"
"P49354" "P49354" "P49354" "Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha" "Homo sapiens" "9606" "FNTA" "1" "1"
"DDX39B" "Q3T147" "DDX39B" "Spliceosome RNA helicase DDX39B" "Bos taurus" "9913" "DDX39B" "2" "1"
"Q28013" "Q28013" "Q28013" "Ras GTPase-activating protein 3" "Bos taurus" "9913" "RASA3" "2" "1"
"P50454" "P50454" "P50454" "Serpin H1" "Homo sapiens" "9606" "SeRPINH1" "1" "2"
"eIF3D" "Q3T122" "eIF3D" "eukaryotic translation initiation factor 3 subunit D" "Bos taurus" "9913" "eIF3D" "2" "1"
"NAPRT" "Q6XQN6" "NAPRT" "Nicotinate phosphoribosyltransferase" "Homo sapiens" "9606" "NAPRT" "1" "2"
"Q32PB8" "Q32PB8" "Q32PB8" "Small ribosomal subunit protein eS21" "Bos taurus" "9913" "RPS21" "1" "1"
"P42899" "P42899" "P42899" "Large ribosomal subunit protein P2" "Bos taurus" "9913" "RPLP2" "3" "1"
"Q2HJG5" "Q2HJG5" "Q2HJG5" "Vacuolar protein sorting-associated protein 35" "Bos taurus" "9913" "VPS35" "2" "1"
"SPTLC2" "O15270" "SPTLC2" "Serine palmitoyltransferase 2" "Homo sapiens" "9606" "SPTLC2" "1" "1"
"PSMB5" "P28074" "PSMB5" "Proteasome subunit beta type-5" "Homo sapiens" "9606" "PSMB5" "1" "3"
"NPePPS" "P55786" "NPePPS" "Puromycin-sensitive aminopeptidase" "Homo sapiens" "9606" "NPePPS" "1" "2"
"P53634" "P53634" "P53634" "Dipeptidyl peptidase 1" "Homo sapiens" "9606" "CTSC" "1" "2"
"FKBP4" "Q9TRY0" "FKBP4" "Peptidyl-prolyl cis-trans isomerase FKBP4" "Bos taurus" "9913" "FKBP4" "1" "4"
"MAN1A2" "O60476" "MAN1A2" "Mannosyl-oligosaccharide 1.2-alpha-mannosidase IB" "Homo sapiens" "9606" "MAN1A2" "1" "1"
"RAB18" "Q0IIG8" "RAB18" "Ras-related protein Rab-18" "Bos taurus" "9913" "RAB18" "2" "1"
"RAB43" "Q86YS6" "RAB43" "Ras-related protein Rab-43" "Homo sapiens" "9606" "RAB43" "1" "1"
"SNRPA1" "P09661" "SNRPA1" "U2 small nuclear ribonucleoprotein A'" "Homo sapiens" "9606" "SNRPA1" "1" "2"
"FSCN1" "Q16658" "FSCN1" "Fascin" "Homo sapiens" "9606" "FSCN1" "1" "3"
"CCDC7" "Q96M83" "CCDC7" "Coiled-coil domain-containing protein 7" "Homo sapiens" "9606" "CCDC7" "1" "3"
"UQCR10" "Q9UDW1" "UQCR10" "Cytochrome b-c1 complex subunit 9" "Homo sapiens" "9606" "UQCR10" "1" "3"
"CLIC3" "O95833" "CLIC3" "Chloride intracellular channel protein 3" "Homo sapiens" "9606" "CLIC3" "1" "2"
"H2AC21" "Q8IUe6" "H2AC21" "Histone H2A type 2-B" "Homo sapiens" "9606" "H2AC21" "1" "3"
"KRAS" "P01116" "KRAS" "GTPase KRas" "Homo sapiens" "9606" "KRAS" "1" "1"
"UQCRFS1P1" "P0C7P4" "UQCRFS1P1" "Putative cytochrome b-c1 complex subunit Rieske-like protein 1" "Homo sapiens" "9606" "UQCRFS1P1" "5" "1"
"A7MB62" "A7MB62" "A7MB62" "Actin-related protein 2" "Bos taurus" "9913" "ACTR2" "1" "1"
"Q13126" "Q13126" "Q13126" "S-methyl-5'-thioadenosine phosphorylase" "Homo sapiens" "9606" "MTAP" "1" "2"
"Q3T0V4" "Q3T0V4" "Q3T0V4" "Small ribosomal subunit protein uS17" "Bos taurus" "9913" "RPS11" "2" "3"
"H1-8" "Q3HNG7" "H1-8" "Histone H1.8" "Bos taurus" "9913" "H1-8" "1" "1"
"AP2A2" "Q0VCK5" "AP2A2" "AP-2 complex subunit alpha-2" "Bos taurus" "9913" "AP2A2" "1" "1"
"STRN" "O43815" "STRN" "Striatin" "Homo sapiens" "9606" "STRN" "1" "4"
"KRT37" "O76014" "KRT37" "Keratin. type I cuticular Ha7" "Homo sapiens" "9606" "KRT37" "1" "3"
"P50552" "P50552" "P50552" "Vasodilator-stimulated phosphoprotein" "Homo sapiens" "9606" "VASP" "1" "3"
"ZNF280B" "Reverse_sp|Q86YH2|Z280B_HUMAN" "ZNF280B" "Zinc finger protein 280B" "Homo sapiens" "9606" "ZNF280B" "1" "2"
"ATP5PD" "O75947" "ATP5PD" "ATP synthase subunit d. mitochondrial" "Homo sapiens" "9606" "ATP5PD" "1" "3"
"ALOX15B" "O15296" "ALOX15B" "Polyunsaturated fatty acid lipoxygenase ALOX15B" "Homo sapiens" "9606" "ALOX15B" "1" "3"
"ADSS2" "P30520" "ADSS2" "Adenylosuccinate synthetase isozyme 2" "Homo sapiens" "9606" "ADSS2" "1" "3"
"P20072" "P20072" "P20072" "Annexin A7" "Bos taurus" "9913" "ANXA7" "1" "2"
"TMeM40" "Q8WWA1" "TMeM40" "Transmembrane protein 40" "Homo sapiens" "9606" "TMeM40" "1" "2"
"SULT1A1" "P50227" "SULT1A1" "Sulfotransferase 1A1" "Bos taurus" "9913" "SULT1A1" "1" "2"
"NDUFS1" "P28331" "NDUFS1" "NADH-ubiquinone oxidoreductase 75 kDa subunit. mitochondrial" "Homo sapiens" "9606" "NDUFS1" "1" "3"
"RAD50" "Q92878" "RAD50" "DNA repair protein RAD50" "Homo sapiens" "9606" "RAD50" "1" "1"
"P07107" "P07107" "P07107" "Acyl-CoA-binding protein" "Bos taurus" "9913" "DBI" "1" "2"
"Q15365" "Q15365" "Q15365" "Poly(rC)-binding protein 1" "Homo sapiens" "9606" "PCBP1" "1" "2"
"PUF60" "Q9UHX1" "PUF60" "Poly(U)-binding-splicing factor PUF60" "Homo sapiens" "9606" "PUF60" "1" "1"
"CNDP2" "Q3ZC84" "CNDP2" "Cytosolic non-specific dipeptidase" "Bos taurus" "9913" "CNDP2" "2" "1"
"MeTTL16" "Q86W50" "MeTTL16" "RNA N6-adenosine-methyltransferase MeTTL16" "Homo sapiens" "9606" "MeTTL16" "1" "2"
"SYT1" "P48018" "SYT1" "Synaptotagmin-1" "Bos taurus" "9913" "SYT1" "1" "1"
"Q01518" "Q01518" "Q01518" "Adenylyl cyclase-associated protein 1" "Homo sapiens" "9606" "CAP1" "1" "5"
"ARCN1" "P48444" "ARCN1" "Coatomer subunit delta" "Homo sapiens" "9606" "ARCN1" "1" "1"
"RAB39A" "Q14964" "RAB39A" "Ras-related protein Rab-39A" "Homo sapiens" "9606" "RAB39A" "1" "2"
"SNRPD1" "P62314" "SNRPD1" "Small nuclear ribonucleoprotein Sm D1" "Homo sapiens" "9606" "SNRPD1" "1" "1"
"P27214" "P27214" "P27214" "Annexin A11" "Bos taurus" "9913" "ANXA11" "1" "1"
"STAT5A" "Q95115" "STAT5A" "Signal transducer and activator of transcription 5A" "Bos taurus" "9913" "STAT5A" "2" "2"
"PSMC3" "P17980" "PSMC3" "26S proteasome regulatory subunit 6A" "Homo sapiens" "9606" "PSMC3" "1" "3"
"ILF3" "Q12906" "ILF3" "Interleukin enhancer-binding factor 3" "Homo sapiens" "9606" "ILF3" "1" "3"
"P11151" "P11151" "P11151" "Lipoprotein lipase" "Bos taurus" "9913" "LPL" "1" "2"
"PABPC5" "Q96DU9" "PABPC5" "Polyadenylate-binding protein 5" "Homo sapiens" "9606" "PABPC5" "1" "1"
"Q6A162" "Q6A162" "Q6A162" "Keratin. type I cytoskeletal 40" "Homo sapiens" "9606" "KRT40" "1" "2"
"eCHS1" "P30084" "eCHS1" "enoyl-CoA hydratase. mitochondrial" "Homo sapiens" "9606" "eCHS1" "1" "4"
